conversation_id,conversation_text,attribute_count_normalized,average_specificity,maximum_specificity,high_specificity_ratio,sensitive_category_count_normalized,uniqueness_risk,risk_score,risk_level,attributes_json,contextual_indicators_json
ml_conv_0406,A few details about me: my family includes two children; I identify as nonbinary adult.,0.4,0.22,0.23,0.0,0.2,0,1.516667,LOW,"[{""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.21, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.23, ""confidence"": 0.93, ""source_message_id"": 2}]",[]
ml_conv_0407,Here are some details: my family includes two children; I have chronic kidney disease; I work as a student; I am 29; I identify as woman.,1.0,0.614,0.77,0.4,0.4,0,4.632222,MEDIUM,"[{""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.77, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""chronic kidney disease"", ""specificity"": 0.71, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""student"", ""specificity"": 0.54, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.62, ""confidence"": 0.94, ""source_message_id"": 3}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.43, ""confidence"": 0.97, ""source_message_id"": 3}]",[]
ml_conv_0408,"Yesterday I mentioned that I am 34; I visited City Hospital. It was a quiet day with errands, tea, and a little television.",0.4,0.505,0.57,0.0,0.0,0,1.955556,LOW,"[{""type"": ""AGE"", ""value"": ""34"", ""specificity"": 0.57, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.44, ""confidence"": 0.96, ""source_message_id"": 1}]",[]
ml_conv_0409,Here are some details: I have chronic kidney disease; the relevant date is 14 March 2026.,0.4,0.56,0.6,0.0,0.2,0,2.511111,LOW,"[{""type"": ""HEALTH"", ""value"": ""chronic kidney disease"", ""specificity"": 0.52, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.6, ""confidence"": 0.93, ""source_message_id"": 2}]",[]
ml_conv_0410,"For context, I have diabetes; I visited health centre; the relevant date is this week; I live in Village X.",0.8,0.6125,0.78,0.25,0.2,0.6,5.063889,MEDIUM,"[{""type"": ""HEALTH"", ""value"": ""diabetes"", ""specificity"": 0.49, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.78, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.52, ""confidence"": 0.95, ""source_message_id"": 3}, {""type"": ""LOCATION"", ""value"": ""Village X"", ""specificity"": 0.66, ""confidence"": 0.92, ""source_message_id"": 2}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0411,Yesterday I mentioned that my contact is a mobile number; I identify as woman.,0.4,0.435,0.47,0.0,0.0,0,1.711111,LOW,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.4, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.47, ""confidence"": 0.94, ""source_message_id"": 1}]",[]
ml_conv_0412,A few details about me: my contact is a phone ending in 4421.,0.2,0.08,0.08,0.0,0.0,0,0.444444,LOW,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.08, ""confidence"": 0.91, ""source_message_id"": 1}]",[]
ml_conv_0413,Here are some details: I am the only person matching these details: the relevant date is 14 March 2026; I live in India; my contact is a mobile number; I identify as nonbinary adult; my family includes parent; I have medical debt. I had already discussed the matter with the district office.,1.0,0.8116666666666666,0.91,1.0,0.4,1.0,8.307407,HIGH,"[{""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.91, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""India"", ""specificity"": 0.8, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.75, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.75, ""confidence"": 0.93, ""source_message_id"": 3}, {""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.79, ""confidence"": 0.93, ""source_message_id"": 3}, {""type"": ""FINANCIAL"", ""value"": ""medical debt"", ""specificity"": 0.87, ""confidence"": 0.92, ""source_message_id"": 1}]","[{""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0414,"For context, I visited PHC Y; I have financial difficulty; I work as a teacher; I identify as nonbinary adult; my contact is a phone ending in 4421; my family includes two children.",1.0,0.7733333333333333,0.98,0.6666666666666666,0.4,0,5.603704,MEDIUM,"[{""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.98, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.85, ""confidence"": 0.89, ""source_message_id"": 2}, {""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.77, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.66, ""confidence"": 0.98, ""source_message_id"": 4}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.7, ""confidence"": 0.94, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.68, ""confidence"": 0.93, ""source_message_id"": 4}]",[]
ml_conv_0415,My situation is that I work as a teacher.,0.2,0.28,0.28,0.0,0.0,0,1.0,LOW,"[{""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.28, ""confidence"": 0.93, ""source_message_id"": 1}]",[]
ml_conv_0416,A few details about me: I am the only person matching these details: I am 41; I work as a farm worker; the relevant date is this week; my contact is a mobile number; I have a government identification number; I identify as nonbinary adult; my family includes single parent. I had already discussed the matter with the district office.,1.0,0.85,0.97,1.0,0.2,1.0,8.005556,HIGH,"[{""type"": ""AGE"", ""value"": ""41"", ""specificity"": 0.8, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.75, ""confidence"": 0.98, ""source_message_id"": 2}, {""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.89, ""confidence"": 0.92, ""source_message_id"": 3}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.87, ""confidence"": 0.96, ""source_message_id"": 4}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.97, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.92, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.75, ""confidence"": 0.91, ""source_message_id"": 3}]","[{""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0417,A few details about me: I live in Bengaluru; I identify as nonbinary adult; the relevant date is 14 March 2026; I visited City Hospital; my contact is a phone ending in 4421; I work as a farm worker.,1.0,0.8466666666666667,0.98,1.0,0.0,0.15,5.685185,MEDIUM,"[{""type"": ""LOCATION"", ""value"": ""Bengaluru"", ""specificity"": 0.97, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.78, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.98, ""confidence"": 0.97, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.71, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.73, ""confidence"": 0.91, ""source_message_id"": 2}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.91, ""confidence"": 0.97, ""source_message_id"": 3}]","[{""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}]"
ml_conv_0418,A few details about me: I am the only person matching these details: I visited PHC Y; I work as a teacher; I am adult; I have a small loan; I identify as woman; I live in Karnataka; I have diabetes; I have a government identification number.,1.0,0.8375,0.97,0.875,0.4,1.0,8.227778,HIGH,"[{""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.97, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.79, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""adult"", ""specificity"": 0.66, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.85, ""confidence"": 0.92, ""source_message_id"": 3}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.83, ""confidence"": 0.9, ""source_message_id"": 2}, {""type"": ""LOCATION"", ""value"": ""Karnataka"", ""specificity"": 0.93, ""confidence"": 0.97, ""source_message_id"": 4}, {""type"": ""HEALTH"", ""value"": ""diabetes"", ""specificity"": 0.86, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.81, ""confidence"": 0.89, ""source_message_id"": 1}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0419,My situation is that I have medical debt.,0.2,0.17,0.17,0.0,0.2,0,1.138889,LOW,"[{""type"": ""FINANCIAL"", ""value"": ""medical debt"", ""specificity"": 0.17, ""confidence"": 0.92, ""source_message_id"": 1}]",[]
ml_conv_0420,Here are some details: I am adult; my family includes two children; I have a ration card; I have chronic kidney disease.,0.8,0.5525,0.7,0.25,0.4,0,3.975,MEDIUM,"[{""type"": ""AGE"", ""value"": ""adult"", ""specificity"": 0.6, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.55, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.36, ""confidence"": 0.89, ""source_message_id"": 3}, {""type"": ""HEALTH"", ""value"": ""chronic kidney disease"", ""specificity"": 0.7, ""confidence"": 0.96, ""source_message_id"": 1}]",[]
ml_conv_0421,"For context, I am the only person matching these details: I have chronic kidney disease; I have a ration card; I identify as nonbinary adult; I have a small loan; the relevant date is this week.",1.0,0.828,0.95,1.0,0.4,1.0,8.392222,HIGH,"[{""type"": ""HEALTH"", ""value"": ""chronic kidney disease"", ""specificity"": 0.83, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.72, ""confidence"": 0.99, ""source_message_id"": 2}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.74, ""confidence"": 0.89, ""source_message_id"": 2}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.9, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.95, ""confidence"": 0.96, ""source_message_id"": 2}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0422,Yesterday I mentioned that I identify as woman; the relevant date is 2 January 2025. After work I walked through the park and called a friend.,0.4,0.36,0.44,0.0,0.0,0,1.577778,LOW,"[{""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.28, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.44, ""confidence"": 0.97, ""source_message_id"": 2}]",[]
ml_conv_0423,Yesterday I mentioned that I am the only person matching these details: I have a small loan; I live in Mysuru; I visited City Hospital; I work as a software engineer; the relevant date is yesterday. I had already discussed the matter with the district office.,1.0,0.772,0.84,0.8,0.2,1.0,7.368889,HIGH,"[{""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.83, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Mysuru"", ""specificity"": 0.78, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.72, ""confidence"": 0.91, ""source_message_id"": 2}, {""type"": ""OCCUPATION"", ""value"": ""software engineer"", ""specificity"": 0.84, ""confidence"": 0.97, ""source_message_id"": 4}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.69, ""confidence"": 0.99, ""source_message_id"": 1}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0424,A few details about me: I am the only person matching these details: I work as a student; I live in small village near Pune; my family includes parent; I have a government identification number; I have rare neurological disorder; I am 57.,1.0,0.7533333333333333,0.88,0.8333333333333334,0.4,1.0,7.914815,HIGH,"[{""type"": ""OCCUPATION"", ""value"": ""student"", ""specificity"": 0.78, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""small village near Pune"", ""specificity"": 0.69, ""confidence"": 0.94, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.73, ""confidence"": 0.88, ""source_message_id"": 3}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.88, ""confidence"": 0.93, ""source_message_id"": 3}, {""type"": ""HEALTH"", ""value"": ""rare neurological disorder"", ""specificity"": 0.7, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""57"", ""specificity"": 0.74, ""confidence"": 0.92, ""source_message_id"": 2}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0425,Here are some details: I identify as man; I have ₹50 lakh debt; I have a government identification number.,0.6,0.7399999999999999,0.76,1.0,0.2,0,4.866667,MEDIUM,"[{""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.76, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.75, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.71, ""confidence"": 0.97, ""source_message_id"": 2}]",[]
ml_conv_0426,A few details about me: I have a ration card; my contact is a mobile number; I identify as woman; I visited health centre; I have financial difficulty.,1.0,0.626,0.79,0.2,0.2,0,3.901111,MEDIUM,"[{""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.6, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.59, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.61, ""confidence"": 0.9, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.79, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.54, ""confidence"": 0.98, ""source_message_id"": 1}]",[]
ml_conv_0427,"For context, I live in India; the relevant date is 14 March 2026; I am young adult; I identify as nonbinary adult; I have chronic kidney disease. Only a few people in the area know these details about me.",1.0,0.876,0.96,1.0,0.2,0.35,6.573333,MEDIUM,"[{""type"": ""LOCATION"", ""value"": ""India"", ""specificity"": 0.89, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.96, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.75, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.89, ""confidence"": 0.88, ""source_message_id"": 4}, {""type"": ""HEALTH"", ""value"": ""chronic kidney disease"", ""specificity"": 0.89, ""confidence"": 0.89, ""source_message_id"": 2}]","[{""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}, {""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}]"
